"","pref_hiring_women","pref_hiring_blacks","racial_quotas_sports","redistribute_blacks","first_daughter","age","abortion_defect","abortion_income","race","sex","survey","anc_support","how_many_kids","how_many_daughters","benchwgt","prov","geotype","any_daughters","urban","black","white","coloured","indian","pref_hiring_women2","pref_hiring_blacks2","racial_quotas_sports2","redistribute_blacks2","pref_hiring_binary","abortion_defect_binary","abortion_income_binary"
"10233","strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,44,"always wrong","always wrong","White",1,"sas08",0,3,1,4455.26132166896,"NC","Urban,formal",1,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","strongly disagree",0,0,0
"10243","agree","strongly disagree","strongly disagree","disagree",0,35,"not wrong at all","almost always wrong","White",1,"sas08",0,2,1,2970.17421444597,"NC","Urban,formal",1,1,0,1,0,0,"agree","strongly disagree","strongly disagree","disagree",1,1,0
"10253","agree","strongly disagree","strongly disagree","disagree",0,38,"not wrong at all","always wrong","White",1,"sas08",0,2,0,4455.26132166896,"NC","Urban,formal",0,1,0,1,0,0,"agree","strongly disagree","strongly disagree","disagree",1,1,0
"10263","neither agree nor disagree","strongly disagree","strongly disagree","neither agree nor disagree",1,41,"not wrong at all","always wrong","White",1,"sas08",0,2,2,2970.17421444597,"NC","Urban,formal",1,1,0,1,0,0,"neither agree nor disagree","strongly disagree","strongly disagree","neither agree nor disagree",0,1,0
"10273","agree","neither agree nor disagree","strongly agree","agree",0,28,"wrong only sometimes","always wrong","Coloured",1,"sas08",1,2,0,1470.20743161521,"NC","Urban,formal",0,1,0,0,1,0,"agree","neither agree nor disagree","strongly agree","agree",1,1,0
"10333","agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,31,"wrong only sometimes","always wrong","Coloured",1,"sas08",1,2,1,630.088899263662,"NC","Urban,formal",1,1,0,0,1,0,"agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",1,1,0
"10353","strongly agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,18,"almost always wrong","always wrong","Coloured",1,"sas08",1,2,1,2208.195,"NC","Urban,formal",1,1,0,0,1,0,"strongly agree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",1,0,0
"10363","do not know","do not know","agree","neither agree nor disagree",1,42,"wrong only sometimes","almost always wrong","Black African",1,"sas08",0,3,2,883.278,"NC","Urban,formal",1,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","agree","neither agree nor disagree",0,1,0
"10383","agree","agree","strongly agree","neither agree nor disagree",0,42,"not wrong at all","always wrong","Coloured",1,"sas08",1,3,1,1766.556,"NC","Urban,formal",1,1,0,0,1,0,"agree","agree","strongly agree","neither agree nor disagree",1,1,0
"10433","neither agree nor disagree","strongly agree","strongly agree","strongly agree",1,50,"always wrong","always wrong","Black African",0,"sas08",1,6,4,14654.3628,"NC","Urban,formal",1,1,1,0,0,0,"neither agree nor disagree","strongly agree","strongly agree","strongly agree",0,0,0
"10453","disagree","disagree","agree","agree",1,45,"not wrong at all","wrong only sometimes","Black African",1,"sas08",0,1,1,5495.3862,"NC","Urban,formal",1,1,1,0,0,0,"disagree","disagree","agree","agree",0,1,1
"10515","agree","neither agree nor disagree","strongly agree","agree",0,30,"always wrong","always wrong","Black African",1,"sas08",1,1,0,1498.08781473396,"NC","Urban,informal",0,1,1,0,0,0,"agree","neither agree nor disagree","strongly agree","agree",1,0,0
"10553","strongly agree","strongly agree","strongly agree","strongly disagree",0,29,"always wrong","always wrong","Black African",1,"sas08",1,1,0,2802.4924821392,"NC","Rural,formal",0,0,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly disagree",1,0,0
"10593","agree","agree","agree","strongly agree",0,34,"not wrong at all","not wrong at all","Black African",1,"sas08",1,4,2,3763.19821763032,"NC","Urban,formal",1,1,1,0,0,0,"agree","agree","agree","strongly agree",1,1,1
"10615","strongly disagree","strongly disagree","strongly disagree","disagree",1,37,"wrong only sometimes","wrong only sometimes","White",1,"sas08",0,2,1,5091.72706365445,"NC","Urban,formal",1,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","disagree",0,1,1
"10633","disagree","disagree","disagree","disagree",1,45,"wrong only sometimes","always wrong","Coloured",1,"sas08",0,1,1,883.278,"NC","Urban,formal",1,1,0,0,1,0,"disagree","disagree","disagree","disagree",0,1,0
"10643","agree","disagree","strongly agree","agree",0,59,"always wrong","always wrong","Coloured",0,"sas08",0,4,2,2649.8343,"NC","Urban,formal",1,1,0,0,1,0,"agree","disagree","strongly agree","agree",1,0,0
"10673","strongly agree","agree","strongly agree","strongly agree",0,24,"wrong only sometimes","always wrong","Coloured",1,"sas08",0,3,2,2649.8343,"NC","Urban,formal",1,1,0,0,1,0,"strongly agree","agree","strongly agree","strongly agree",1,1,0
"10703","neither agree nor disagree","agree","do not know","strongly agree",0,62,"wrong only sometimes","wrong only sometimes","Black African",1,"sas08",1,2,0,7327.1814,"NC","Urban,formal",0,1,1,0,0,0,"neither agree nor disagree","agree","neither agree nor disagree","strongly agree",0,1,1
"10743","strongly agree","strongly agree","agree","neither agree nor disagree",1,26,"not wrong at all","always wrong","Black African",1,"sas08",1,1,1,7634.13224055338,"NC","Urban,formal",1,1,1,0,0,0,"strongly agree","strongly agree","agree","neither agree nor disagree",1,1,0
"10753","strongly agree","agree","strongly agree","disagree",0,25,"not wrong at all","always wrong","Black African",1,"sas08",1,2,0,2544.71088577007,"NC","Urban,formal",0,1,1,0,0,0,"strongly agree","agree","strongly agree","disagree",1,1,0
"10803","neither agree nor disagree","strongly agree","strongly agree","strongly agree",0,52,"always wrong","always wrong","Black African",0,"sas08",0,1,0,2521.6977,"NC","Rural,formal",0,0,1,0,0,0,"neither agree nor disagree","strongly agree","strongly agree","strongly agree",0,0,0
"10843","do not know","do not know","do not know","do not know",1,60,"wrong only sometimes","always wrong","Coloured",0,"sas08",1,2,2,2141.89674151064,"NC","Rural,formal",1,0,0,0,1,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree",0,1,0
"10853","agree","agree","strongly agree","agree",1,28,"always wrong","always wrong","Coloured",1,"sas08",1,2,1,1315.0287849941,"NC","Rural,formal",1,0,0,0,1,0,"agree","agree","strongly agree","agree",1,0,0
"10923","agree","agree","neither agree nor disagree","agree",0,40,"always wrong","always wrong","Black African",1,"sas08",0,1,0,2603.23188059624,"FS","Urban,formal",0,1,1,0,0,0,"agree","agree","neither agree nor disagree","agree",1,0,0
"10953","strongly agree","strongly agree","strongly agree","strongly agree",1,46,"not wrong at all","always wrong","Coloured",1,"sas08",1,3,1,2220.64369535869,"FS","Urban,formal",1,1,0,0,1,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,0
"10973","agree","agree","agree","strongly agree",0,31,"wrong only sometimes","always wrong","Black African",0,"sas08",0,5,1,7204.32622384824,"FS","Rural,formal",1,0,1,0,0,0,"agree","agree","agree","strongly agree",1,1,0
"10983","agree","agree","agree","strongly agree",1,61,"always wrong","always wrong","Black African",0,"sas08",1,1,1,4844.60839941135,"FS","Rural,formal",1,0,1,0,0,0,"agree","agree","agree","strongly agree",1,0,0
"10993","agree","agree","disagree","agree",0,28,"not wrong at all","almost always wrong","Black African",1,"sas08",0,3,1,1781.8115509833,"FS","Rural,formal",1,0,1,0,0,0,"agree","agree","disagree","agree",1,1,0
"11015","strongly agree","strongly agree","strongly agree","strongly agree",1,26,"not wrong at all","always wrong","Black African",1,"sas08",1,1,1,1781.8115509833,"FS","Rural,formal",1,0,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,0
"11023","agree","agree","agree","agree",1,40,"always wrong","always wrong","Coloured",1,"sas08",0,2,2,1235.30990670331,"FS","Rural,formal",1,0,0,0,1,0,"agree","agree","agree","agree",1,0,0
"11033","agree","agree","do not know","strongly agree",1,48,"wrong only sometimes","dk","Coloured",0,"sas08",1,3,2,7852.12570814575,"FS","Rural,formal",1,0,0,0,1,0,"agree","agree","neither agree nor disagree","strongly agree",1,1,0
"11053","agree","agree","agree","agree",1,45,"not wrong at all","not wrong at all","Coloured",0,"sas08",1,1,1,3208.76866098421,"FS","Urban,formal",1,1,0,0,1,0,"agree","agree","agree","agree",1,1,1
"11063","agree","agree","agree","strongly agree",1,52,"not wrong at all","not wrong at all","Coloured",1,"sas08",1,1,1,1689.49695485212,"FS","Urban,formal",1,1,0,0,1,0,"agree","agree","agree","strongly agree",1,1,1
"11105","agree","agree","disagree","agree",0,45,"not wrong at all","wrong only sometimes","Black African",1,"sas08",0,3,0,5800.31503068796,"FS","Urban,formal",0,1,1,0,0,0,"agree","agree","disagree","agree",1,1,1
"11133","strongly agree","strongly agree","strongly agree","agree",1,50,"always wrong","always wrong","Black African",1,"sas08",1,1,1,3866.87658157649,"FS","Urban,formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","agree",1,0,0
"11153","strongly agree","strongly agree","strongly agree","strongly agree",0,53,"not wrong at all","always wrong","Black African",0,"sas08",1,2,1,11201.6138729736,"FS","Urban,formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,0
"11163","agree","agree","disagree","agree",1,44,"not wrong at all","almost always wrong","Black African",0,"sas08",0,1,1,10642.187118677,"FS","Urban,formal",1,1,1,0,0,0,"agree","agree","disagree","agree",1,1,0
"11183","agree","agree","agree","agree",1,55,"wrong only sometimes","wrong only sometimes","Coloured",0,"sas08",0,1,1,11407.7807042566,"FS","Urban,formal",1,1,0,0,1,0,"agree","agree","agree","agree",1,1,1
"11203","disagree","disagree","agree","neither agree nor disagree",0,82,"not wrong at all","almost always wrong","White",0,"sas08",0,1,0,14494.5663019985,"FS","Urban,formal",0,1,0,1,0,0,"disagree","disagree","agree","neither agree nor disagree",0,1,0
"11215","strongly agree","strongly agree","strongly agree","strongly agree",1,58,"not wrong at all","wrong only sometimes","Black African",1,"sas08",1,1,1,5800.31503068796,"FS","Urban,formal",1,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,1
"11233","agree","agree","agree","strongly agree",1,42,"not wrong at all","not wrong at all","Black African",1,"sas08",1,1,1,7041.3213221078,"FS","Urban,formal",1,1,1,0,0,0,"agree","agree","agree","strongly agree",1,1,1
"11243","strongly agree","agree","strongly disagree","strongly agree",1,28,"always wrong","always wrong","Black African",1,"sas08",0,1,1,5177.32794480423,"FS","Urban,formal",1,1,1,0,0,0,"strongly agree","agree","strongly disagree","strongly agree",1,0,0
"11253","agree","agree","disagree","strongly agree",1,62,"always wrong","always wrong","Black African",1,"sas08",1,1,1,5783.63892608283,"FS","Urban,formal",1,1,1,0,0,0,"agree","agree","disagree","strongly agree",1,0,0
"11283","strongly agree","strongly agree","strongly agree","strongly agree",0,35,"wrong only sometimes","always wrong","Black African",1,"sas08",1,1,0,10561.9822714576,"FS","Urban,formal",0,1,1,0,0,0,"strongly agree","strongly agree","strongly agree","strongly agree",1,1,0
"11353","strongly disagree","strongly disagree","strongly disagree","disagree",1,49,"not wrong at all","not wrong at all","White",1,"sas08",0,1,1,3318.8446516825,"FS","Urban,formal",1,1,0,1,0,0,"strongly disagree","strongly disagree","strongly disagree","disagree",0,1,1
"11393","agree","disagree","neither agree nor disagree","disagree",0,66,"wrong only sometimes","almost always wrong","White",0,"sas08",0,2,0,10717.5103554238,"FS","Urban,formal",0,1,0,1,0,0,"agree","disagree","neither agree nor disagree","disagree",1,1,0
"11403","agree","neither agree nor disagree","agree","neither agree nor disagree",1,47,"not wrong at all","not wrong at all","White",1,"sas08",0,1,1,4978.26734507046,"FS","Urban,formal",1,1,0,1,0,0,"agree","neither agree nor disagree","agree","neither agree nor disagree",1,1,1
"11415","agree","agree","disagree","neither agree nor disagree",1,59,"not wrong at all","almost always wrong","Coloured",0,"sas08",0,1,1,2811.69743073929,"FS","Urban,formal",1,1,0,0,1,0,"agree","agree","disagree","neither agree nor disagree",1,1,0
"11433","disagree","disagree","agree","neither agree nor disagree",0,71,"almost always wrong","wrong only sometimes","White",0,"sas08",0,1,0,10717.5103554238,"FS","Urban,formal",0,1,0,1,0,0,"disagree","disagree","agree","neither agree nor disagree",0,0,1
"11453","strongly agree","agree","strongly agree","agree",0,46,"not wrong at all","wrong only sometimes","Black African",1,"sas08",1,2,0,4093.86078657932,"FS","Urban,informal",0,1,1,0,0,0,"strongly agree","agree","strongly agree","agree",1,1,1
"11463","agree","disagree","agree","neither agree nor disagree",0,20,"not wrong at all","wrong only sometimes","Black African",0,"sas08",0,1,0,7583.18697927835,"FS","Urban,informal",0,1,1,0,0,0,"agree","disagree","agree","neither agree nor disagree",1,1,1
"11473","agree","agree","agree","agree",1,22,"not wrong at all","not wrong at all","Black African",1,"sas08",0,1,1,1574.67036299276,"FS","Urban,informal",1,1,1,0,0,0,"agree","agree","agree","agree",1,1,1
"11483","agree","agree","disagree","strongly agree",0,43,"almost always wrong","always wrong","Black African",1,"sas08",1,2,0,5590.98303791609,"FS","Urban,informal",0,1,1,0,0,0,"agree","agree","disagree","strongly agree",1,0,0
"11493","agree","agree","agree","agree",0,28,"not wrong at all","not wrong at all","Black African",1,"sas08",0,1,0,2740.61756421808,"FS","Urban,informal",0,1,1,0,0,0,"agree","agree","agree","agree",1,1,1
"11503","agree","agree","disagree","disagree",1,38,"not wrong at all","almost always wrong","Black African",1,"sas08",1,2,1,7454.64424275205,"FS","Urban,informal",1,1,1,0,0,0,"agree","agree","disagree","disagree",1,1,0
"11533","neither agree nor disagree","agree","neither agree nor disagree","disagree",0,19,"always wrong","always wrong","Black African",1,"sas08",1,4,2,14873.6263799574,"FS","Urban,formal",1,1,1,0,0,0,"neither agree nor disagree","agree","neither agree nor disagree","disagree",0,0,0
"11543","neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","disagree",1,41,"not wrong at all","almost always wrong","Black African",0,"sas08",1,4,2,21284.3742373541,"FS","Urban,formal",1,1,1,0,0,0,"neither agree nor disagree","neither agree nor disagree","neither agree nor disagree","disagree",0,1,0
"11563","agree","agree","disagree","strongly agree",0,42,"not wrong at all","always wrong","Black African",0,"sas08",1,2,1,15963.2811137433,"FS","Urban,formal",1,1,1,0,0,0,"agree","agree","disagree","strongly agree",1,1,0
"11633","strongly agree","disagree","disagree","neither agree nor disagree",0,31,"not wrong at all","not wrong at all","Coloured",0,"sas08",0,1,0,9513.73132137581,"FS","Urban,formal",0,1,0,0,1,0,"strongly agree","disagree","disagree","neither agree nor disagree",1,1,1
"11703","agree","agree","agree","strongly agree",1,45,"always wrong","always wrong","Black African",1,"sas08",1,2,1,1933.43844911147,"FS","Urban,formal",1,1,1,0,0,0,"agree","agree","agree","strongly agree",1,0,0
"11723","disagree","disagree","agree","disagree",1,39,"wrong only sometimes","wrong only sometimes","Black African",1,"sas08",0,1,1,3904.84810919026,"FS","Urban,formal",1,1,1,0,0,0,"disagree","disagree","agree","disagree",0,1,1
"11733","disagree","disagree","agree","disagree",0,47,"wrong only sometimes","wrong only sometimes","White",1,"sas08",0,2,0,6637.68930336499,"FS","Urban,formal",0,1,0,1,0,0,"disagree","disagree","agree","disagree",0,1,1
"11823","agree","agree","agree","strongly agree",1,37,"wrong only sometimes","not wrong at all","Black African",1,"sas08",1,2,2,7041.3213221078,"FS","Urban,formal",1,1,1,0,0,0,"agree","agree","agree","strongly agree",1,1,1
"11843","neither agree nor disagree","strongly agree","strongly agree","agree",0,42,"always wrong","always wrong","Black African",1,"sas08",1,3,1,7041.3213221078,"FS","Urban,formal",1,1,1,0,0,0,"neither agree nor disagree","strongly agree","strongly agree","agree",0,0,0
"11853","disagree","disagree","strongly agree","strongly agree",0,30,"always wrong","always wrong","Black African",1,"sas08",1,1,0,5177.32794480423,"FS","Urban,formal",0,1,1,0,0,0,"disagree","disagree","strongly agree","strongly agree",0,0,0
